lemma,poscode,surface
buprenorphine hydrochloride,3,buprenorphine hydrochloride
buprenorphine - naloxone mixt,3,buprenorphine - naloxone mixt
naloxone hydrochloride,3,naloxone hydrochloride
bupropion hydrochloride,3,bupropion hydrochloride
bupropion hydrobromide,3,bupropion hydrobromide
nicotine bitartrate,3,nicotine bitartrate
nicotine polacrilex,3,nicotine polacrilex
varenicline tartrate,3,varenicline tartrate
amikacin sulfate,3,amikacin sulfate
gentamicin sulfate,3,gentamicin sulfate
kanamycin sulfate,3,kanamycin sulfate
neomycin sulfate,3,neomycin sulfate
neomycin palmitate,3,neomycin palmitate
neomycin undecylenate,3,neomycin undecylenate
paromomycin sulfate,3,paromomycin sulfate
streptomycin sulfate,3,streptomycin sulfate
tobramycin sulfate,3,tobramycin sulfate
cefazolin sodium,3,cefazolin sodium
cefazolin sodium hydrate,3,cefazolin sodium hydrate
cefalexin,3,cefalexin
cephalexin hydrochloride,3,cephalexin hydrochloride
cefoxitin sodium,3,cefoxitin sodium
cefuroxime axetil,3,cefuroxime axetil
cefuroxime sodium,3,cefuroxime sodium
cefuroxime pivoxetil,3,cefuroxime pivoxetil
cefditoren pivoxil,3,cefditoren pivoxil
cefixime hydrate,3,cefixime hydrate
cefotaxime sodium,3,cefotaxime sodium
cefpodoxime proxetil,3,cefpodoxime proxetil
ceftibuten hydrate,3,ceftibuten hydrate
ceftriaxone sodium,3,ceftriaxone sodium
cefepime hydrochloride,3,cefepime hydrochloride
ceftaroline fosamil,3,ceftaroline fosamil
amoxicillin sodium,3,amoxicillin sodium
amoxicillin - potassium clavulanate combination,3,amoxicillin - potassium clavulanate combination
ampicillin hydrate,3,ampicillin hydrate
ampicillin sodium,3,ampicillin sodium
ampicillin benzathine,3,ampicillin benzathine
ampicillin sodium and sulbactam sodium for injection,3,ampicillin sodium and sulbactam sodium for injection
piperacillin sodium,3,piperacillin sodium
benzylpenicillin,3,benzylpenicillin
penicillin g potassium,3,penicillin g potassium
penicillin g benzathine,3,penicillin g benzathine
penicillin g procaine,3,penicillin g procaine
penicillin g sodium,3,penicillin g sodium
clemizole penicillin,3,clemizole penicillin
penicillin v potassium,3,penicillin v potassium
penicillin v benzathine,3,penicillin v benzathine
phenoxymethylpenicillin benzathine,3,phenoxymethylpenicillin benzathine
penicillin v hydrabamine,3,penicillin v hydrabamine
phenoxymethylpenicillin calcium,3,phenoxymethylpenicillin calcium
dicloxacillin sodium,3,dicloxacillin sodium
nafcillin sodium,3,nafcillin sodium
oxacillin sodium,3,oxacillin sodium
aztreonam lysine,3,aztreonam lysine
doripenem hydrate,3,doripenem hydrate
ertapenem sodium,3,ertapenem sodium
imipenem hydrate - cilastatin sodium,3,imipenem hydrate - cilastatin sodium
azithromycin hydrate,3,azithromycin hydrate
clarithromycin lactobionate,3,clarithromycin lactobionate
erythromycin estolate,3,erythromycin estolate
erythromycin ethylsuccinate,3,erythromycin ethylsuccinate
erythromycin lactobionate,3,erythromycin lactobionate
erythromycin stearate,3,erythromycin stearate
erythromycin acistrate,3,erythromycin acistrate
erythromycin gluceptate,3,erythromycin gluceptate
erythromycin propionate,3,erythromycin propionate
erythromycin salnacedin,3,erythromycin salnacedin
erythromycin thiocyanate,3,erythromycin thiocyanate
erythromycin stinoprate,3,erythromycin stinoprate
besifloxacin hydrochloride,3,besifloxacin hydrochloride
ciprofloxacin hydrochloride,3,ciprofloxacin hydrochloride
ciprofloxacin lactate,3,ciprofloxacin lactate
gemifloxacin mesylate,3,gemifloxacin mesylate
moxifloxacin hydrochloride,3,moxifloxacin hydrochloride
norfloxacin nicotinate,3,norfloxacin nicotinate
ofloxacin hydrochloride,3,ofloxacin hydrochloride
sulfacetamide sodium,3,sulfacetamide sodium
sulfadiazine sodium,3,sulfadiazine sodium
"sulfadiazine, silver",3,"sulfadiazine, silver"
co-trimoxazole,3,co-trimoxazole
demeclocycline hydrochloride,3,demeclocycline hydrochloride
doxycycline hyclate,3,doxycycline hyclate
doxycycline calcium,3,doxycycline calcium
doxycycline fosfatex,3,doxycycline fosfatex
doxycycline hydrochloride,3,doxycycline hydrochloride
minocycline hydrochloride,3,minocycline hydrochloride
tetracycline hydrochloride,3,tetracycline hydrochloride
tetracycline metaphosphate,3,tetracycline metaphosphate
trimethoprim sulfate,3,trimethoprim sulfate
trimethoprim lactate,3,trimethoprim lactate
vancomycin hydrochloride,3,vancomycin hydrochloride
clindamycin phosphate,3,clindamycin phosphate
clindamycin palmitate hydrochloride,3,clindamycin palmitate hydrochloride
clindamycin hydrochloride,3,clindamycin hydrochloride
clindamycin phosphate hydrate,3,clindamycin phosphate hydrate
lincomycin hydrochloride hydrate,3,lincomycin hydrochloride hydrate
"acetic acid, glacial",3,"acetic acid, glacial"
bacitracin methylene disalicylate,3,bacitracin methylene disalicylate
bacitracin zinc,3,bacitracin zinc
chloramphenicol palmitate,3,chloramphenicol palmitate
chloramphenicol sodium succinate,3,chloramphenicol sodium succinate
chloramphenicol stearate,3,chloramphenicol stearate
chloramphenicol succinate,3,chloramphenicol succinate
chloramphenicol pantothenate complex,3,chloramphenicol pantothenate complex
fosfomycin tromethamine,3,fosfomycin tromethamine
fosfomycin calcium hydrate,3,fosfomycin calcium hydrate
fosfomycin sodium,3,fosfomycin sodium
fosfomycin calcium,3,fosfomycin calcium
gramicidin s hydrochloride,3,gramicidin s hydrochloride
mafenide acetate,3,mafenide acetate
homosulfamine,3,homosulfamine
methenamine hippurate,3,methenamine hippurate
methenamine mandelate,3,methenamine mandelate
methenamine sulfosalicylate,3,methenamine sulfosalicylate
metronidazole hydrochloride,3,metronidazole hydrochloride
metronidazole phosphate,3,metronidazole phosphate
metronidazole benzoate,3,metronidazole benzoate
mupirocin calcium,3,mupirocin calcium
polymyxin b sulfate,3,polymyxin b sulfate
telavancin hydrochloride,3,telavancin hydrochloride
clorazepate dipotassium,3,clorazepate dipotassium
clorazepate monopotassium,3,clorazepate monopotassium
divalproex sodium,3,divalproex sodium
tiagabine hydrochloride,3,tiagabine hydrochloride
valproic acid,3,valproic acid
valproate sodium,3,valproate sodium
calcium valproate,3,calcium valproate
perampanel hydrate,3,perampanel hydrate
eslicarbazepine acetate,3,eslicarbazepine acetate
fosphenytoin sodium,3,fosphenytoin sodium
fosphenytoin sodium hydrate,3,fosphenytoin sodium hydrate
phenytoin sodium,3,phenytoin sodium
donepezil hydrochloride,3,donepezil hydrochloride
galantamine hydrobromide,3,galantamine hydrobromide
rivastigmine tartrate,3,rivastigmine tartrate
memantine hydrochloride,3,memantine hydrochloride
phenelzine sulfate,3,phenelzine sulfate
selegiline hydrochloride,3,selegiline hydrochloride
tranylcypromine sulfate,3,tranylcypromine sulfate
citalopram hydrobromide,3,citalopram hydrobromide
citalopram hydrochloride,3,citalopram hydrochloride
desvenlafaxine succinate,3,desvenlafaxine succinate
duloxetine hydrochloride,3,duloxetine hydrochloride
escitalopram oxalate,3,escitalopram oxalate
fluoxetine hydrochloride,3,fluoxetine hydrochloride
fluvoxamine maleate,3,fluvoxamine maleate
levomilnacipran hydrochloride,3,levomilnacipran hydrochloride
maprotiline hydrochloride,3,maprotiline hydrochloride
nefazodone hydrochloride,3,nefazodone hydrochloride
paroxetine hydrochloride hydrate,3,paroxetine hydrochloride hydrate
paroxetine hydrochloride,3,paroxetine hydrochloride
paroxetine mesylate,3,paroxetine mesylate
sertraline hydrochloride,3,sertraline hydrochloride
trazodone hydrochloride,3,trazodone hydrochloride
venlafaxine hydrochloride,3,venlafaxine hydrochloride
vilazodone hydrochloride,3,vilazodone hydrochloride
vortioxetine hydrobromide,3,vortioxetine hydrobromide
amitriptyline hydrochloride,3,amitriptyline hydrochloride
clomipramine hydrochloride,3,clomipramine hydrochloride
desipramine hydrochloride,3,desipramine hydrochloride
doxepin hydrochloride,3,doxepin hydrochloride
imipramine hydrochloride,3,imipramine hydrochloride
imipramine pamoate,3,imipramine pamoate
nortriptyline hydrochloride,3,nortriptyline hydrochloride
protriptyline hydrochloride,3,protriptyline hydrochloride
trimipramine maleate,3,trimipramine maleate
aripiprazole cavoxil,3,aripiprazole cavoxil
aripiprazole lauroxil,3,aripiprazole lauroxil
aripiprazole hydrate,3,aripiprazole hydrate
quetiapine fumarate,3,quetiapine fumarate
dolasetron mesylate,3,dolasetron mesylate
granisetron hydrochloride,3,granisetron hydrochloride
ondansetron hydrochloride hydrate,3,ondansetron hydrochloride hydrate
palonosetron hydrochloride,3,palonosetron hydrochloride
fosaprepitant dimeglumine,3,fosaprepitant dimeglumine
chlorpromazine hydrochloride,3,chlorpromazine hydrochloride
chlorpromazine hibenzate,3,chlorpromazine hibenzate
chlorpromazine phenolphthalinate,3,chlorpromazine phenolphthalinate
chlorpromazine tannate,3,chlorpromazine tannate
diphenhydramine hydrochloride,3,diphenhydramine hydrochloride
diphenhydramine salicylate,3,diphenhydramine salicylate
diphenhydramine tannate,3,diphenhydramine tannate
diphenhydramine laurylsulfate,3,diphenhydramine laurylsulfate
diphenhydramine citrate,3,diphenhydramine citrate
doxylamine succinate - pyridoxine hydrochloride mixt,3,doxylamine succinate - pyridoxine hydrochloride mixt
hydroxyzine hydrochloride,3,hydroxyzine hydrochloride
hydroxyzine pamoate,3,hydroxyzine pamoate
meclozine,3,meclozine
meclizine hydrochloride,3,meclizine hydrochloride
metoclopramide hydrochloride,3,metoclopramide hydrochloride
perphenazine maleate,3,perphenazine maleate
perphenazine fendizoate,3,perphenazine fendizoate
perphenazine hydrochloride,3,perphenazine hydrochloride
perphenazine decanoate,3,perphenazine decanoate
perphenazine enantate,3,perphenazine enantate
prochlorperazine maleate,3,prochlorperazine maleate
prochlorperazine mesilate,3,prochlorperazine mesilate
prochlorperazine edisylate,3,prochlorperazine edisylate
promethazine hydrochloride,3,promethazine hydrochloride
promethazine teoclate,3,promethazine teoclate
promethazine methylenedisalicylate,3,promethazine methylenedisalicylate
promethazine maleate,3,promethazine maleate
promethazine hibenzate,3,promethazine hibenzate
scopolamine hydrobromide,3,scopolamine hydrobromide
trimethobenzamide hydrochloride,3,trimethobenzamide hydrochloride
dihydroergotamine mesylate,3,dihydroergotamine mesylate
dihydroergotamine tartrate,3,dihydroergotamine tartrate
ergotamine tartrate,3,ergotamine tartrate
almotriptan malate,3,almotriptan malate
eletriptan hydrobromide,3,eletriptan hydrobromide
frovatriptan succinate,3,frovatriptan succinate
naratriptan hydrochloride,3,naratriptan hydrochloride
rizatriptan benzoate,3,rizatriptan benzoate
rizatriptan sulfate,3,rizatriptan sulfate
sumatriptan succinate,3,sumatriptan succinate
timolol maleate,3,timolol maleate
ambenonium chloride,3,ambenonium chloride
pyridostigmine bromide,3,pyridostigmine bromide
bedaquiline fumarate,3,bedaquiline fumarate
capreomycin sulfate,3,capreomycin sulfate
ethambutol hydrochloride,3,ethambutol hydrochloride
isoniazid calcium pyruvinate,3,isoniazid calcium pyruvinate
isoniazid sodium methanesulfonate hydrate,3,isoniazid sodium methanesulfonate hydrate
isoniazid glucuronate sodium,3,isoniazid glucuronate sodium
mechlorethamine hydrochloride,3,mechlorethamine hydrochloride
melphalan hydrochloride,3,melphalan hydrochloride
procarbazine hydrochloride,3,procarbazine hydrochloride
abiraterone acetate,3,abiraterone acetate
lenalidomide hydrate,3,lenalidomide hydrate
estramustine phosphate sodium,3,estramustine phosphate sodium
estramustine phosphate sodium hydrate,3,estramustine phosphate sodium hydrate
tamoxifen citrate,3,tamoxifen citrate
toremifene citrate,3,toremifene citrate
tioguanine,3,tioguanine
etoposide phosphate,3,etoposide phosphate
topotecan hydrochloride,3,topotecan hydrochloride
dabrafenib mesylate,3,dabrafenib mesylate
trametinib dimethyl sulfoxide,3,trametinib dimethyl sulfoxide
afatinib dimaleate,3,afatinib dimaleate
erlotinib hydrochloride,3,erlotinib hydrochloride
ruxolitinib phosphate,3,ruxolitinib phosphate
bosutinib hydrate,3,bosutinib hydrate
imatinib mesylate,3,imatinib mesylate
nilotinib hydrochloride hydrate,3,nilotinib hydrochloride hydrate
ponatinib hydrochloride,3,ponatinib hydrochloride
lapatinib ditosylate,3,lapatinib ditosylate
cabozantinib s-malate,3,cabozantinib s-malate
pazopanib hydrochloride,3,pazopanib hydrochloride
regorafenib hydrate,3,regorafenib hydrate
sorafenib tosylate,3,sorafenib tosylate
sunitinib malate,3,sunitinib malate
tretinoin tocoferil,3,tretinoin tocoferil
fludarabine phosphate,3,fludarabine phosphate
folinic acid,3,folinic acid
leucovorin calcium,3,leucovorin calcium
folinic acid calcium salt pentahydrate,3,folinic acid calcium salt pentahydrate
mitoxantrone hydrochloride,3,mitoxantrone hydrochloride
albendazole oxide,3,albendazole oxide
artemether - lumefantrine mixt,3,artemether - lumefantrine mixt
atovaquone - proguanil hydrochloride mixt,3,atovaquone - proguanil hydrochloride mixt
chloroquine phosphate,3,chloroquine phosphate
chloroquine hydrochloride,3,chloroquine hydrochloride
chloroquine sulfate,3,chloroquine sulfate
hydroxychloroquine sulfate,3,hydroxychloroquine sulfate
mefloquine hydrochloride,3,mefloquine hydrochloride
primaquine phosphate,3,primaquine phosphate
pyrimethamine - sulfadoxine mixt,3,pyrimethamine - sulfadoxine mixt
quinine ethylcarbonate,3,quinine ethylcarbonate
quinine hydrochloride hydrate,3,quinine hydrochloride hydrate
quinine sulfate,3,quinine sulfate
quinine ascorbate,3,quinine ascorbate
quinine dihydrochloride,3,quinine dihydrochloride
pentamidine isethionate,3,pentamidine isethionate
benzatropine,3,benzatropine
benztropine mesylate,3,benztropine mesylate
trihexyphenidyl hydrochloride,3,trihexyphenidyl hydrochloride
apomorphine hydrochloride,3,apomorphine hydrochloride
bromocriptine mesylate,3,bromocriptine mesylate
pramipexole hydrochloride,3,pramipexole hydrochloride
ropinirole hydrochloride,3,ropinirole hydrochloride
carbidopa hydrate - levodopa mixt,3,carbidopa hydrate - levodopa mixt
rasagiline mesylate,3,rasagiline mesylate
amantadine hydrochloride,3,amantadine hydrochloride
fluphenazine hydrochloride,3,fluphenazine hydrochloride
fluphenazine enanthate,3,fluphenazine enanthate
fluphenazine decanoate,3,fluphenazine decanoate
fluphenazine maleate,3,fluphenazine maleate
haloperidol decanoate,3,haloperidol decanoate
haloperidol lactate,3,haloperidol lactate
loxapine succinate,3,loxapine succinate
loxapine hydrochloride,3,loxapine hydrochloride
thioridazine hydrochloride,3,thioridazine hydrochloride
thiothixene hydrochloride,3,thiothixene hydrochloride
trifluoperazine hydrochloride,3,trifluoperazine hydrochloride
trifluoperazine maleate,3,trifluoperazine maleate
asenapine maleate,3,asenapine maleate
lurasidone hydrochloride,3,lurasidone hydrochloride
olanzapine pamoate,3,olanzapine pamoate
paliperidone palmitate,3,paliperidone palmitate
ziprasidone hydrochloride,3,ziprasidone hydrochloride
ziprasidone mesylate,3,ziprasidone mesylate
foscarnet sodium,3,foscarnet sodium
foscarnet sodium hydrate,3,foscarnet sodium hydrate
ganciclovir sodium,3,ganciclovir sodium
valganciclovir hydrochloride,3,valganciclovir hydrochloride
adefovir dipivoxil,3,adefovir dipivoxil
tenofovir disoproxil fumarate,3,tenofovir disoproxil fumarate
tenofovir alafenamide,3,tenofovir alafenamide
tenofovir alafenamide fumarate,3,tenofovir alafenamide fumarate
interferon alfa-2b,3,interferon alfa-2b
simeprevir sodium,3,simeprevir sodium
acyclovir sodium,3,acyclovir sodium
penciclovir sodium,3,penciclovir sodium
valaciclovir,3,valaciclovir
valacyclovir hydrochloride,3,valacyclovir hydrochloride
delavirdine mesylate,3,delavirdine mesylate
rilpivirine hydrochloride,3,rilpivirine hydrochloride
abacavir sulfate,3,abacavir sulfate
abacavir succinate,3,abacavir succinate
abacavir sulfate - lamivudine mixt,3,abacavir sulfate - lamivudine mixt
emtricitabine - tenofovir disoproxil mixt,3,emtricitabine - tenofovir disoproxil mixt
zidovudine - lamivudine mixt,3,zidovudine - lamivudine mixt
atazanavir sulfate,3,atazanavir sulfate
darunavir ethanolate,3,darunavir ethanolate
fosamprenavir calcium hydrate,3,fosamprenavir calcium hydrate
fosamprenavir calcium,3,fosamprenavir calcium
fosamprenavir sodium,3,fosamprenavir sodium
indinavir sulfate,3,indinavir sulfate
indinavir sulfate ethanolate,3,indinavir sulfate ethanolate
lopinavir mixture with ritonavir,3,lopinavir mixture with ritonavir
nelfinavir mesylate,3,nelfinavir mesylate
saquinavir mesylate,3,saquinavir mesylate
tipranavir disodium,3,tipranavir disodium
dolutegravir sodium,3,dolutegravir sodium
raltegravir potassium,3,raltegravir potassium
oseltamivir phosphate,3,oseltamivir phosphate
rimantadine hydrochloride,3,rimantadine hydrochloride
zanamivir hydrate,3,zanamivir hydrate
chlordiazepoxide hydrochloride,3,chlordiazepoxide hydrochloride
buspirone hydrochloride,3,buspirone hydrochloride
lithium carbonate,3,lithium carbonate
lithium citrate,3,lithium citrate
lithium hydroxide,3,lithium hydroxide
lithium acetate,3,lithium acetate
lithium bromide,3,lithium bromide
lithium gluconate,3,lithium gluconate
lithium sulfate,3,lithium sulfate
pramlintide acetate,3,pramlintide acetate
metformin hydrochloride,3,metformin hydrochloride
colesevelam hydrochloride,3,colesevelam hydrochloride
alogliptin benzoate,3,alogliptin benzoate
saxagliptin hydrate,3,saxagliptin hydrate
saxagliptin hydrochloride,3,saxagliptin hydrochloride
sitagliptin phosphate,3,sitagliptin phosphate
"tolbutamide sodium, sterile",3,"tolbutamide sodium, sterile"
pioglitazone hydrochloride,3,pioglitazone hydrochloride
rosiglitazone maleate,3,rosiglitazone maleate
glucagon hydrochloride,3,glucagon hydrochloride
insulin human,3,insulin human
"insulin human, isophane",3,"insulin human, isophane"
"insulin, isophane",3,"insulin, isophane"
dabigatran etexilate,3,dabigatran etexilate
dabigatran etexilate mesylate,3,dabigatran etexilate mesylate
fondaparinux sodium,3,fondaparinux sodium
dalteparin sodium,3,dalteparin sodium
enoxaparin sodium,3,enoxaparin sodium
warfarin sodium,3,warfarin sodium
warfarin potassium,3,warfarin potassium
anagrelide hydrochloride,3,anagrelide hydrochloride
anagrelide hydrochloride hydrate,3,anagrelide hydrochloride hydrate
clopidogrel bisulfate,3,clopidogrel bisulfate
prasugrel hydrochloride,3,prasugrel hydrochloride
ticlopidine hydrochloride,3,ticlopidine hydrochloride
clonidine hydrochloride,3,clonidine hydrochloride
guanfacine hydrochloride,3,guanfacine hydrochloride
methyldopate hydrochloride,3,methyldopate hydrochloride
midodrine hydrochloride,3,midodrine hydrochloride
phenylephrine hydrochloride,3,phenylephrine hydrochloride
phenylephrine tartrate,3,phenylephrine tartrate
phenylephrine bitartrate,3,phenylephrine bitartrate
doxazosin mesylate,3,doxazosin mesylate
phenoxybenzamine hydrochloride,3,phenoxybenzamine hydrochloride
prazosin hydrochloride,3,prazosin hydrochloride
terazosin hydrochloride,3,terazosin hydrochloride
benazepril hydrochloride,3,benazepril hydrochloride
enalapril maleate,3,enalapril maleate
fosinopril sodium,3,fosinopril sodium
moexipril hydrochloride,3,moexipril hydrochloride
perindopril erbumine,3,perindopril erbumine
quinapril hydrochloride,3,quinapril hydrochloride
azilsartan medoxomil,3,azilsartan medoxomil
azilsartan kamedoxomil,3,azilsartan kamedoxomil
candesartan cilexetil,3,candesartan cilexetil
eprosartan mesylate,3,eprosartan mesylate
losartan potassium,3,losartan potassium
olmesartan medoxomil,3,olmesartan medoxomil
amiodarone hydrochloride,3,amiodarone hydrochloride
disopyramide phosphate,3,disopyramide phosphate
dronedarone hydrochloride,3,dronedarone hydrochloride
flecainide acetate,3,flecainide acetate
mexiletine hydrochloride,3,mexiletine hydrochloride
procainamide hydrochloride,3,procainamide hydrochloride
propafenone hydrochloride,3,propafenone hydrochloride
quinidine gluconate,3,quinidine gluconate
quinidine polygalacturonate,3,quinidine polygalacturonate
quinidine sulfate,3,quinidine sulfate
quinidine phenylethylbarbiturate,3,quinidine phenylethylbarbiturate
sotalol hydrochloride,3,sotalol hydrochloride
acebutolol hydrochloride,3,acebutolol hydrochloride
betaxolol hydrochloride,3,betaxolol hydrochloride
bisoprolol fumarate,3,bisoprolol fumarate
carvedilol phosphate,3,carvedilol phosphate
labetalol hydrochloride,3,labetalol hydrochloride
metoprolol tartrate,3,metoprolol tartrate
metoprolol succinate,3,metoprolol succinate
metoprolol fumarate,3,metoprolol fumarate
nebivolol hydrochloride,3,nebivolol hydrochloride
penbutolol sulfate,3,penbutolol sulfate
propranolol hydrochloride,3,propranolol hydrochloride
amlodipine besylate,3,amlodipine besylate
amlodipine maleate,3,amlodipine maleate
nicardipine hydrochloride,3,nicardipine hydrochloride
diltiazem hydrochloride,3,diltiazem hydrochloride
diltiazem malate,3,diltiazem malate
verapamil hydrochloride,3,verapamil hydrochloride
acetazolamide sodium,3,acetazolamide sodium
ethacrynic acid,3,ethacrynic acid
ethacrynate sodium,3,ethacrynate sodium
sodium furosemide,3,sodium furosemide
furosemide diolamine,3,furosemide diolamine
amiloride hydrochloride,3,amiloride hydrochloride
chlorothiazide sodium,3,chlorothiazide sodium
indapamide hydrate,3,indapamide hydrate
fenofibrate,3,fenofibrate
atorvastatin calcium anhydorous,3,atorvastatin calcium anhydorous
atorvastatin calcium,3,atorvastatin calcium
fluvastatin sodium,3,fluvastatin sodium
pitavastatin calcium,3,pitavastatin calcium
pitavastatin calcium hydrate,3,pitavastatin calcium hydrate
pravastatin sodium,3,pravastatin sodium
rosuvastatin calcium,3,rosuvastatin calcium
cholestyramine resin,3,cholestyramine resin
colestipol hydrochloride,3,colestipol hydrochloride
lomitapide mesylate,3,lomitapide mesylate
mipomersen sodium,3,mipomersen sodium
hydralazine hydrochloride,3,hydralazine hydrochloride
hydralazine polistirex,3,hydralazine polistirex
aliskiren fumarate,3,aliskiren fumarate
ranolazine hydrochloride,3,ranolazine hydrochloride
dextroamphetamine sulfate,3,dextroamphetamine sulfate
lisdexamfetamine dimesylate,3,lisdexamfetamine dimesylate
metamfetamine,3,metamfetamine
methamphetamine hydrochloride,3,methamphetamine hydrochloride
atomoxetine hydrochloride,3,atomoxetine hydrochloride
dexmethylphenidate hydrochloride,3,dexmethylphenidate hydrochloride
methylphenidate hydrochloride,3,methylphenidate hydrochloride
milnacipran hydrochloride,3,milnacipran hydrochloride
fingolimod hydrochloride,3,fingolimod hydrochloride
glatiramer acetate,3,glatiramer acetate
dextromethorphan hydrobromide and quinidine sulfate,3,dextromethorphan hydrobromide and quinidine sulfate
methylatropine nitrate,3,methylatropine nitrate
atropine methylbromide,3,atropine methylbromide
atropine oxide hydrochloride,3,atropine oxide hydrochloride
atropine oxide,3,atropine oxide
atropine sulfate,3,atropine sulfate
dicycloverine,3,dicycloverine
dicyclomine hydrochloride,3,dicyclomine hydrochloride
mepenzolate bromide,3,mepenzolate bromide
methscopolamine bromide,3,methscopolamine bromide
scopolamine butylbromide,3,scopolamine butylbromide
cimetidine hydrochloride,3,cimetidine hydrochloride
ranitidine bismuth citrate,3,ranitidine bismuth citrate
ranitidine hydrochloride,3,ranitidine hydrochloride
alosetron hydrochloride,3,alosetron hydrochloride
linaclotide acetate,3,linaclotide acetate
esomeprazole magnesium,3,esomeprazole magnesium
esomeprazole sodium,3,esomeprazole sodium
esomeprazole potassium,3,esomeprazole potassium
esomeprazole strontium,3,esomeprazole strontium
omeprazole sodium,3,omeprazole sodium
omeprazole sodium injection,3,omeprazole sodium injection
omeprazole magnesium,3,omeprazole magnesium
pantoprazole sodium,3,pantoprazole sodium
rabeprazole sodium,3,rabeprazole sodium
atropine sulfate - diphenoxylate hydrochloride mixt,3,atropine sulfate - diphenoxylate hydrochloride mixt
loperamide hydrochloride,3,loperamide hydrochloride
loperamide oxide,3,loperamide oxide
methylnaltrexone bromide,3,methylnaltrexone bromide
darifenacin hydrobromide,3,darifenacin hydrobromide
fesoterodine fumarate,3,fesoterodine fumarate
flavoxate hydrochloride,3,flavoxate hydrochloride
oxybutynin chloride,3,oxybutynin chloride
solifenacin succinate,3,solifenacin succinate
tolterodine tartrate,3,tolterodine tartrate
trospium chloride,3,trospium chloride
alfuzosin hydrochloride,3,alfuzosin hydrochloride
tamsulosin hydrochloride,3,tamsulosin hydrochloride
lanthanum carbonate,3,lanthanum carbonate
sevelamer hydrochloride,3,sevelamer hydrochloride
sevelamer carbonate,3,sevelamer carbonate
bethanechol chloride,3,bethanechol chloride
penicillamine hydrochloride,3,penicillamine hydrochloride
pentosan polysulfate sodium,3,pentosan polysulfate sodium
testosterone cypionate,3,testosterone cypionate
testosterone enanthate,3,testosterone enanthate
testosterone propionate,3,testosterone propionate
testosterone ketolaurate,3,testosterone ketolaurate
testosterone phenylacetate,3,testosterone phenylacetate
testosterone undecanoate,3,testosterone undecanoate
testosterone decanoate,3,testosterone decanoate
testosterone phenylpropionate,3,testosterone phenylpropionate
estradiol valerate,3,estradiol valerate
estradiol dipropionate,3,estradiol dipropionate
estradiol benzoate,3,estradiol benzoate
estradiol acetate,3,estradiol acetate
estradiol cypionate,3,estradiol cypionate
estradiol enanthate,3,estradiol enanthate
estradiol undecylate,3,estradiol undecylate
estradiol hemihydrate,3,estradiol hemihydrate
estradiol 17 beta-hemisuccinate,3,estradiol 17 beta-hemisuccinate
"synthetic conjugated estrogens, b",3,"synthetic conjugated estrogens, b"
estrone sodium sulfate,3,estrone sodium sulfate
ethinylestradiol propanesulfonate,3,ethinylestradiol propanesulfonate
ulipristal acetate,3,ulipristal acetate
medroxyprogesterone acetate,3,medroxyprogesterone acetate
megestrol acetate,3,megestrol acetate
norethindrone acetate,3,norethindrone acetate
raloxifene hydrochloride,3,raloxifene hydrochloride
raloxifene hydrochloride hydrate,3,raloxifene hydrochloride hydrate
icatibant acetate,3,icatibant acetate
mycophenolate mofetil,3,mycophenolate mofetil
mycophenolate mofetil hydrochloride,3,mycophenolate mofetil hydrochloride
mycophenolate sodium,3,mycophenolate sodium
tofacitinib citrate,3,tofacitinib citrate
methotrexate sodium,3,methotrexate sodium
azathioprine sodium,3,azathioprine sodium
"anti-human thymocyte immunoglobulin, equine",3,"anti-human thymocyte immunoglobulin, equine"
"anti-human thymocyte immunoglobulin, rabbit",3,"anti-human thymocyte immunoglobulin, rabbit"
immune globulin intravenous pentetate,3,immune globulin intravenous pentetate
interferon gamma-1b,3,interferon gamma-1b
adsorbed diphtheria-tetanus combined toxoid,3,adsorbed diphtheria-tetanus combined toxoid
adsorbed diphtheria-purified pertussis-tetanus combined vaccine,3,adsorbed diphtheria-purified pertussis-tetanus combined vaccine
adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine,3,adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine
haemophilus influenzae type b conjugate vaccine,3,haemophilus influenzae type b conjugate vaccine
adsorbed hepatitis b vaccine,3,adsorbed hepatitis b vaccine
japanese encephalitis vaccine,3,japanese encephalitis vaccine
freeze-dried live attenuated measles vaccine,3,freeze-dried live attenuated measles vaccine
meningococcal polysaccharide vaccine group a,3,meningococcal polysaccharide vaccine group a
meningococcal polysaccharide vaccine group c,3,meningococcal polysaccharide vaccine group c
recombinant adsorbed bivalent human papillomavirus-like particle vaccine,3,recombinant adsorbed bivalent human papillomavirus-like particle vaccine
recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,3,recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine
rubella virus vaccine live,3,rubella virus vaccine live
freeze-dried live attenuated rubella vaccine,3,freeze-dried live attenuated rubella vaccine
typhoid vaccine,3,typhoid vaccine
freeze-dried live attenuated varicella vaccine,3,freeze-dried live attenuated varicella vaccine
betamethasone sodium phosphate,3,betamethasone sodium phosphate
betamethasone valerate,3,betamethasone valerate
betamethasone acetate,3,betamethasone acetate
betamethasone dipropionate,3,betamethasone dipropionate
betamethasone butyrate propionate,3,betamethasone butyrate propionate
betamethasone benzoate,3,betamethasone benzoate
